Study,Group,Time,Intensity,RER,daily_CHO_gKg,daily_fat_gKG,Carb_before,Min_before,pct_female,Age,vo2max,carb_during_rate_hr,Start_glycogen,pct_type1fibers
Duhamel 2006,Ex norm,108,58,0.8910179640719,4.768839712918661,1.063264221158958,0,NA,100,21,38.1,0,482,NA
Duhamel 2006,Low,15,61,0.9191616766467,1.4385457746478874,1.8779342723004697,0,NA,100,21,35.6,0,308,NA
Duhamel 2006,Low,30,61,0.9185628742515,1.4385457746478874,1.8779342723004697,0,NA,100,21,35.6,0,308,NA
Duhamel 2006,Low,60,61,0.8796407185629,1.4385457746478874,1.8779342723004697,0,NA,100,21,35.6,0,308,NA
Duhamel 2006,Low,104,61,0.8784431137725,1.4385457746478874,1.8779342723004697,0,NA,100,21,35.6,0,308,NA
Duhamel 2006,norm,15,58,0.9586826347305,4.687177033492822,1.063264221158958,0,NA,100,21,38.1,0,423,NA
Duhamel 2006,norm,30,58,0.948502994012,4.687177033492822,1.063264221158958,0,NA,100,21,38.1,0,423,NA
Duhamel 2006,norm,60,58,0.9203592814371,4.687177033492822,1.063264221158958,0,NA,100,21,38.1,0,423,NA
Duhamel 2006,norm,115,58,0.8586826347305,4.687177033492822,1.063264221158958,0,NA,100,21,38.1,0,423,NA
Duhamel 2006b,Ex + Low CHO,15,54.59524414762092,0.93,1.015743073047859,1.286607892527288,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Ex + Low CHO,30,57.48388140410879,0.93,1.015743073047859,1.286607892527288,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Ex + Low CHO,60,58.92820003235274,0.91,1.015743073047859,1.286607892527288,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Ex + Low CHO,96.9,61.81683728884062,0.91,1.015743073047859,1.286607892527288,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Lo CHO,15,56.03956277586486,0.92,1.2420025188916874,1.4050937587461516,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Lo CHO,30,57.77274512975759,0.91,1.2420025188916874,1.4050937587461516,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Lo CHO,60,57.48388140410879,0.88,1.2420025188916874,1.4050937587461516,38,240,0,20,43.6,0,NA,NA
Duhamel 2006b,Lo CHO,102.8,62.1057010144894,0.89,1.2420025188916874,1.4050937587461516,38,240,0,20,43.6,0,NA,NA
Edwards 2011b,High fat,5,32.12765957446808,0.75,0.4479085365853659,4.3561300813008135,0,NA,0,22,58,0,NA,NA
Edwards 2011b,Mod-carb,5,29.361702127659573,0.86,6.122469512195122,1.5003116531165313,0,NA,0,22,58,0,NA,NA
Eschbach 2000,Placebo,30,56.82543736432129,0.92,5.085365853658536,1.1330348780487804,NA,NA,0,28,57.3,0,NA,NA
Eschbach 2000,Placebo,60,58.528072191716674,0.9,5.085365853658536,1.1330348780487804,NA,NA,0,NA,57.3,0,NA,NA
Eschbach 2000,Placebo,90,58.10241348486783,0.88,5.085365853658536,1.1330348780487804,NA,NA,0,NA,57.3,0,NA,NA
Eschbach 2000,Placebo,120,59.16656025198995,0.86,5.085365853658536,1.1330348780487804,NA,NA,0,NA,57.3,0,NA,NA
Evans 2018,Stage 1 CON,8,27,0.763,4,1.3333333333333333,0,NA,36.8,26.8,61.6,0,NA,NA
Fell 2021,0,30,66,0.9077702702703,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,0,60,66,0.8773648648649,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,0,90,68,0.8480855855856,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,0,120,68,0.8272522522523,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,0,150,69,0.7974099099099,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,0,180,69,0.7675675675676,8,1,147.2,180,0,31,60.5,0,767,NA
Fell 2021,45,30,67,0.9274774774775,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,45,60,67,0.9083333333333,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,45,90,68,0.8773648648649,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,45,120,69,0.8576576576577,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,45,150,70,0.8373873873874,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,45,180,70,0.8165540540541,8,1,147.2,180,0,31,60.5,45,742,NA
Fell 2021,90,30,67,0.9381756756757,8,1,147.2,180,0,31,60.5,90,698,NA
Fell 2021,90,60,68,0.9184684684685,8,1,147.2,180,0,31,60.5,90,698,NA
Fell 2021,90,90,69,0.8880630630631,8,1,147.2,180,0,31,60.5,90,698,NA
Fell 2021,90,120,69,0.8683558558559,8,1,147.2,180,0,31,60.5,90,698,NA
Fell 2021,90,150,69,0.8480855855856,8,1,147.2,180,0,31,60.5,90,698,NA
Fell 2021,90,180,67,0.8272522522523,8,1,147.2,180,0,31,60.5,90,698,NA
Forbes 2013,Placebo,6,58.55704697986577,0.91,7,1,0,NA,0,28,59.6,0,NA,NA
Forbes 2013,Placebo,33,60.73825503355705,0.9,7,1,0,NA,0,28,59.6,0,NA,NA
Forbes 2013,Placebo,60,61.241610738255034,0.89,7,1,0,NA,0,28,59.6,0,NA,NA
Garnacho-Castano 2018,Placebo,30,60.5,0.9,5.5,1.22,NA,NA,0,39.3,54.8,0,NA,NA
Goedecke 1999,CON 0,30,70,0.9090761171912011,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 0,60,70,0.9113832922922382,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 0,90,70,0.9023719062462455,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 0,120,70,0.9008917797467733,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 0,150,70,0.8967318139892769,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 5,30,70,0.9057185486473471,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 5,60,70,0.8876641086209713,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 5,90,70,0.8873473726344652,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 5,120,70,0.8885961459940678,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,CON 5,150,70,0.8841865008661045,6.0522926,1.4031955555555555,0,NA,0,30,61,60,NA,NA
Goedecke 1999,HFD 0,30,70,0.8977004264057868,5.631494794520547,1.6460425225225226,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 0,60,70,0.9059390160500187,5.631494794520547,1.6460425225225226,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 0,90,70,0.8886709308471613,5.631494794520547,1.6460425225225226,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 0,120,70,0.8833657154026964,5.631494794520547,1.6460425225225226,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 0,150,70,0.8693039407372881,5.631494794520547,1.6460425225225226,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 5,30,70,0.853386375263769,2.556956232876712,4.071246576576576,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 5,60,70,0.8509478558592416,2.556956232876712,4.071246576576576,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 5,90,70,0.844389335741599,2.556956232876712,4.071246576576576,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 5,120,70,0.8461115982345155,2.556956232876712,4.071246576576576,0,NA,0,24,66,60,NA,NA
Goedecke 1999,HFD 5,150,70,0.841298923262308,2.556956232876712,4.071246576576576,0,NA,0,24,66,60,NA,NA
Goedecke 2000,Female,15,41,0.854,4.425177988410597,0.9944220198675497,0,NA,100,29,50.8,0,NA,NA
Goedecke 2000,Males,15,41,0.864,4.45593702457956,1.4158240448469168,0,NA,0,32,57.6,0,NA,NA
Goedecke 2005,CHO,30,58.80969183721477,0.915,5.188811188811189,1.2587412587412588,75,60,0,21,65.4,60,NA,NA
Goedecke 2005,MCT,30,57.31271786317659,0.899,5.328671328671328,1.3566433566433567,0,NA,0,21,65.4,60,NA,NA
Gollnick 1972,FP,15,74,0.91,0.3333333333333333,2.6666666666666665,NA,NA,0,26.75,57,0,187.04999999999998,51.5
Gollnick 1972,FP,28,74,0.87,0.3333333333333333,2.6666666666666665,NA,NA,0,26.75,57,0,187.04999999999998,51.5
Greer 2011,BCAA,15,61,0.9628046967381,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,BCAA,30,59.333333333333336,0.9419157913116,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,BCAA,45,57.666666666666664,0.9034476213353,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,BCAA,60,57.99999999999999,0.8768172480357,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,BCAA,75,57.666666666666664,0.8810348731553,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,BCAA,90,59,0.8791542538928,3.0742186027221656,0.7790747652980432,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,CHO,15,62.33333333333334,0.9850455217341,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,0,NA,NA
Greer 2011,CHO,30,60.66666666666667,0.97,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,0,NA,NA
Greer 2011,CHO,45,59.66666666666667,0.9274799911902,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,0,NA,NA
Greer 2011,CHO,60,60.333333333333336,0.9291862928027,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,0,NA,NA
Greer 2011,CHO,75,60,0.9004037669781,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,25,NA,NA
Greer 2011,CHO,90,59.66666666666667,0.9160990600102,3.2671894833415025,0.8191123427465471,25,5,0,21.6,36.3,25,NA,NA
Greer 2011,Placebo,15,60.66666666666667,0.9635239964917,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,Placebo,30,62,0.9290028761618,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,Placebo,45,57.333333333333336,0.8980677189175,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,Placebo,60,58.666666666666664,0.8882939581516,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,Placebo,75,56.99999999999999,0.8519812929628,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Greer 2011,Placebo,90,57.333333333333336,0.8615778627109,2.9513189810101923,0.8128134072314595,0,NA,0,21.6,36.3,0,NA,NA
Halson 2004,H-CHO ITP,10,74,0.9078942651537,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,H-CHO ITP,20,74,0.886126980221,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,H-CHO ITP,30,74,0.8797002099921,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,H-CHO ITP,40,74,0.8811148111356,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,H-CHO ITP,50,74,0.8688938873391,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,H-CHO ITP,60,74,0.8665584774997,9.4,1.144578313253012,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,10,74,0.8767036257401,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,20,74,0.8838775539945,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,30,74,0.8774816322232,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,40,74,0.8826193613827,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,50,74,0.8965841185777,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Halson 2004,L-CHO ITP,60,74,0.8762702337053,6.43,1.1472556894243642,0,NA,0,29.7,61.9,0,NA,NA
Hamadeh 2005,Placebo,30,65,0.9390243902439,3.6582278481012658,1.0759493670886076,0,NA,0,23,44,0,NA,NA
Hamadeh 2005,Placebo,60,65,0.9287804878049,3.6582278481012658,1.0759493670886076,0,NA,0,23,44,0,NA,NA
Hamadeh 2005,Placebo,75,65,0.9287804878049,3.6582278481012658,1.0759493670886076,0,NA,0,23,44,0,NA,NA
Hamadeh 2005,Placebo,90,65,0.9282926829268,3.6582278481012658,1.0759493670886076,0,NA,0,23,44,0,NA,NA
Helge 1996,7 wk CHO,5,70,0.8779458910903,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,14.45216814883,70,0.8687547570173,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,24.22931665519,70,0.8774015729871,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,34.00646516155,70,0.8781188735383,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,43.9831473109,70,0.8682646400812,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,59.74630510686,70,0.8776068454921,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,74.71132833088,70,0.867781442443,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,90.27495248387,70,0.8771224946375,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,105.0404420649,70,0.8864589339668,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk CHO,119.40686436,70,0.8568062827225,6.8,0.9146341463414634,0,NA,0,27,49.8780487804878,0,611,56
Helge 1996,7 wk FAT,5,70,0.8184722190188,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,14.25263450584,70,0.8072998593076,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,24.0297830122,70,0.8172682611804,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,34.60506609051,70,0.8279020688701,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,43.58408002492,70,0.7869848006089,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,59.54677146388,70,0.8273854279586,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,74.5117946879,70,0.8472957077289,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,89.6763515549,70,0.797163087852,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,7 wk FAT,105.0404420649,70,0.7979126784602,2.4,2.6463414634146343,0,NA,0,27,48.65853658536585,0,511,56
Helge 1996,8 wk CHO,5.094954002572,70,0.8805899922734,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,15.07043268652,70,0.8799868531823,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,24.83319023185,70,0.8727745551417,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,34.62627372464,70,0.8807606702571,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,44.7854661192,70,0.8722290775316,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,61.16455428568,70,0.8809140497965,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,76.129750090780007,70,0.8810005420179,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk CHO,91.1147236877,70,0.8909990428194,6.8,0.9146341463414634,0,NA,0,27,49.75609756097561,0,561,56
Helge 1996,8 wk FAT,5,70,0.8501920127317,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,15.43126751048,70,0.8608259430535,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,24.23062684129,70,0.8707886937368,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,35.2262000763,70,0.8814249305179,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,45.18453800734,70,0.87223138399090006,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,61.16455428568,70,0.8809140497965,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,75.92889562726,70,0.8803385882163,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1996,8 wk FAT,90.91386922418,70,0.8903370890178,6.8,0.9146341463414634,0,NA,0,27,49.146341463414636,0,738,56
Helge 1998,2 wk TCHO,5,75,0.9395494563194,6.9,1,0,NA,0,23.9,50.263852242744065,0,NA,51
Helge 1998,2 wk TCHO,15,75,0.9093833078723,6.9,1,0,NA,0,23.9,50.263852242744065,0,NA,51
Helge 1998,2 wk TCHO,30,75,0.9183043938782,6.9,1,0,NA,0,23.9,50.263852242744065,0,NA,51
Helge 1998,2 wk TCHO,45,75,0.9278210948533,6.9,1,0,NA,0,23.9,50.263852242744065,0,NA,51
Helge 1998,2 wk TFAT,5,75,0.8696479043227,2.1,3,0,NA,0,23.9,48.812664907651715,0,NA,54
Helge 1998,2 wk TFAT,15,75,0.8587012885539,2.1,3,0,NA,0,23.9,48.812664907651715,0,NA,54
Helge 1998,2 wk TFAT,30,75,0.8367576926444,2.1,3,0,NA,0,23.9,48.812664907651715,0,NA,54
Helge 1998,2 wk TFAT,45,75,0.8171330537079,2.1,3,0,NA,0,23.9,48.812664907651715,0,NA,54
Helge 1998,4 wk TCHO,5,72.6,0.9396947159003,6.9,3,0,NA,0,23.9,52.65822784810127,0,651,50
Helge 1998,4 wk TCHO,15,72.6,0.9299365578445,6.9,1,0,NA,0,23.9,52.65822784810127,0,651,50
Helge 1998,4 wk TCHO,30,72.6,0.9394238371911,6.9,1,0,NA,0,23.9,52.65822784810127,0,651,50
Helge 1998,4 wk TCHO,45,72.6,0.9186951241784,6.9,1,0,NA,0,23.9,52.65822784810127,0,651,50
Helge 1998,4 wk TCHO,60,72.6,0.9293489260642,6.9,1,0,NA,0,23.9,52.65822784810127,0,651,50
Helge 1998,4 wk TFAT,5,72.1,0.8496234466117,2.1,3,0,NA,0,23.9,53.93858477970627,0,460,54
Helge 1998,4 wk TFAT,15,72.1,0.8282459375265,2.1,3,0,NA,0,23.9,53.93858477970627,0,460,54
Helge 1998,4 wk TFAT,30,72.1,0.838893185932,2.1,3,0,NA,0,23.9,53.93858477970627,0,460,54
Helge 1998,4 wk TFAT,45,72.1,0.8379232678015,2.1,3,0,NA,0,23.9,53.93858477970627,0,460,54
Helge 1998,4 wk TFAT,60,72.1,0.828818274805,2.1,3,0,NA,0,23.9,53.93858477970627,0,460,54
Helge 1998,Before TCHO,5,80.2,0.9398403715792,5.2,1.3,0,NA,0,20.4,50.263852242744065,0,487,51
Helge 1998,Before TCHO,15,80.2,0.9393870928792,5.2,1.3,0,NA,0,20.4,50.263852242744065,0,487,51
Helge 1998,Before TFAT,5,79.5,0.9096930016353,4.8,1.4,0,NA,0,23.9,48.812664907651715,0,442,54
Helge 1998,Before TFAT,15,79.5,0.9092397229352,4.8,1.4,0,NA,0,23.9,48.812664907651715,0,442,54
Helge 2001,CHO,45,68,0.93,6.67816091954023,0.9195402298850575,0,NA,0,27,44.8,0,683,55
Helge 2001,CHO,60,68,0.93,6.67816091954023,0.9195402298850575,0,NA,0,27,44.8,0,683,55
Helge 2001,Fat,45,68,0.86,2.1264367816091956,2.7586206896551726,0,NA,0,27,44.8,0,480,55
Helge 2001,Fat,60,68,0.86,2.1264367816091956,2.7586206896551726,0,NA,0,27,44.8,0,480,55
Horton 2002,EF,30,51.1,0.868,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,EF,60,51.1,0.836,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,EF,90,51.1,0.821,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,MF,30,50,0.872,5.939597315436242,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,MF,60,50,0.844,5.939597315436242,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,MF,90,50,0.833,5.939597315436242,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,ML,30,50.6,0.88,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,ML,60,50.6,0.848,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Horton 2002,ML,90,50.6,0.828,5.973154362416107,1.1073825503355705,0,NA,100,29,39.9,0,NA,NA
Hulston 2010,High post,60,69.5740365111562,0.91,8,1,0,NA,0,31,65.12549537648613,0,NA,NA
Hulston 2010,High pre,60,71.19675456389453,0.91,8,1,0,NA,0,31,65.12549537648613,0,NA,NA
Hulston 2010,Low post,60,71.65991902834008,0.88,8,1,0,NA,0,30,65.51724137931033,0,NA,NA
Hulston 2010,Low pre,60,70.85020242914979,0.91,8,1,0,NA,0,30,65.51724137931033,0,NA,NA
Ichinose 2012,CON,20,73.8235294117647,0.94,5.67,1.0781986531986532,0,NA,0,23,51.515,0,NA,NA
Ichinose 2012,CON,55,87.3529411764706,0.88,5.67,1.0781986531986532,0,NA,0,23,51.515,0,NA,NA
Ichinose 2012,HF,20,72.05882352941177,0.92,5.67,2.321026936,0,NA,0,23,51.515,0,NA,NA
Ichinose 2012,HF,49,86.47058823529412,0.85,5.67,2.321026936,0,NA,0,23,51.515,0,NA,NA
Impey 2015,Placebo,30,67,0.9918613501076115,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Placebo,60,67,0.9309563270840957,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Placebo,90,68,0.9057125770604546,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Placebo,120,70,0.8820845776152288,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Whey,30,66,0.9794993580275517,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Whey,60,69,0.9223314760187916,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Whey,90,67,0.90166480525768955,5,1,0,NA,0,29,53,0,NA,NA
Impey 2015,Whey,120,68,0.8752007633936405,5,1,0,NA,0,29,53,0,NA,NA
Isacco 2013,HA,30,65,0.991893415609948,4.06,1.09,83.3,180,100,21.6,33.25,0,NA,NA
Isacco 2013,HA,45,65,0.9860675094826366,4.06,1.09,83.3,180,100,21.6,33.25,0,NA,NA
Isacco 2013,LA,30,65,0.9571065456108109,4.06,1.09,80,180,100,22.5,36.12,0,NA,NA
Isacco 2013,LA,45,65,0.9471922285219023,4.06,1.09,80,180,100,22.5,36.12,0,NA,NA
Jacobs 2004,CHO+Tpost,20,51,0.9594741657429,6.8,0.6649550706033375,0,NA,0,27,48.1,0,NA,NA
Jacobs 2004,CHO+Tpost,50,51,0.92023154451,6.8,0.6649550706033375,0,NA,0,27,48.1,0,NA,NA
Jacobs 2004,CHO+Tpost,90,51,0.9110526461708,6.8,0.6649550706033375,0,NA,0,27,48.1,0,NA,NA
Jacobs 2004,CHO+Tpre,20,54,0.9487718714561,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHO+Tpre,50,54,0.92023154451,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHO+Tpre,90,54,0.8913197074029,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpost,20,54,0.9760559392156,6.8,0.5686777920410783,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpost,50,54,0.935244640946,6.8,0.5686777920410783,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpost,90,54,0.9108247657519,6.8,0.5686777920410783,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpre,20,54,0.9797356464367,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpre,50,54,0.9342410844312,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,CHOpre,90,54,0.9114938034285,4.2,0.9216944801026956,0,NA,0,27,42.2,0,NA,NA
Jacobs 2004,FAT+Tpost,20,50,0.9032865370605,2.7,2.6225930680359433,0,NA,0,27,49.1,0,NA,NA
Jacobs 2004,FAT+Tpost,50,50,0.8640447913424,2.7,2.6225930680359433,0,NA,0,27,49.1,0,NA,NA
Jacobs 2004,FAT+Tpost,90,50,0.8525250579663,2.7,2.6225930680359433,0,NA,0,27,49.1,0,NA,NA
Jacobs 2004,FAT+Tpre,20,54,0.9621494474763,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FAT+Tpre,50,54,0.9152151359013,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FAT+Tpre,90,54,0.8909843851915,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpost,20,54,0.9663548929057,2.7,2.404364569961489,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpost,50,54,0.921863887415,2.7,2.404364569961489,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpost,90,54,0.8823906644985,2.7,2.404364569961489,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpre,20,54,0.9787320899219,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpre,50,54,0.9258781134743,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobs 2004,FATpre,90,54,0.927885226504,4.2,0.9216944801026956,0,NA,0,27,48.2,0,NA,NA
Jacobson 2001,CHO,20,65.90113880960735,0.9352517985611511,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jacobson 2001,CHO,40,68.50873782725367,0.9342560553633218,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jacobson 2001,CHO,60,66.849356634206,0.9290780141843973,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jacobson 2001,CHO,80,69.93106456415168,0.92,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jacobson 2001,CHO,100,69.21990119570268,0.91,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jacobson 2001,CHO,120,68.50873782725367,0.903114186851211,8,1.128747795,168,60,0,21.2,65.2,0,NA,NA
Jamurtas 2011,Fast,10,65,0.868,6.054091211717711,1.753435419440746,0,NA,0,22.8,45.9,0,NA,NA
